2024-11-04 16:55:23,516 INFO    MainThread:2576 [wandb_setup.py:_flush():79] Current SDK version is 0.18.5
2024-11-04 16:55:23,517 INFO    MainThread:2576 [wandb_setup.py:_flush():79] Configure stats pid to 2576
2024-11-04 16:55:23,517 INFO    MainThread:2576 [wandb_setup.py:_flush():79] Loading settings from C:\Users\CSANADANSYS\.config\wandb\settings
2024-11-04 16:55:23,517 INFO    MainThread:2576 [wandb_setup.py:_flush():79] Loading settings from C:\Users\CSANADANSYS\Desktop\melytanulas\nagyhazi\DistilBERT\Milestone 2 Csanád\wandb\settings
2024-11-04 16:55:23,517 INFO    MainThread:2576 [wandb_setup.py:_flush():79] Loading settings from environment variables: {}
2024-11-04 16:55:23,517 INFO    MainThread:2576 [wandb_setup.py:_flush():79] Applying setup settings: {'mode': None, '_disable_service': None}
2024-11-04 16:55:23,517 INFO    MainThread:2576 [wandb_setup.py:_flush():79] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-11-04 16:55:23,518 INFO    MainThread:2576 [wandb_setup.py:_flush():79] Applying login settings: {}
2024-11-04 16:55:23,518 INFO    MainThread:2576 [wandb_setup.py:_flush():79] Applying login settings: {'api_key': '***REDACTED***'}
2024-11-04 16:55:23,518 INFO    MainThread:2576 [wandb_init.py:_log_setup():534] Logging user logs to C:\Users\CSANADANSYS\Desktop\melytanulas\nagyhazi\DistilBERT\Milestone 2 Csanád\wandb\run-20241104_165523-zps1tycg\logs\debug.log
2024-11-04 16:55:23,518 INFO    MainThread:2576 [wandb_init.py:_log_setup():535] Logging internal logs to C:\Users\CSANADANSYS\Desktop\melytanulas\nagyhazi\DistilBERT\Milestone 2 Csanád\wandb\run-20241104_165523-zps1tycg\logs\debug-internal.log
2024-11-04 16:55:23,518 INFO    MainThread:2576 [wandb_init.py:_jupyter_setup():480] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x000001EEE7DF2510>
2024-11-04 16:55:23,519 INFO    MainThread:2576 [wandb_init.py:init():621] calling init triggers
2024-11-04 16:55:23,519 INFO    MainThread:2576 [wandb_init.py:init():628] wandb.init called with sweep_config: {}
config: {}
2024-11-04 16:55:23,519 INFO    MainThread:2576 [wandb_init.py:init():671] starting backend
2024-11-04 16:55:23,519 INFO    MainThread:2576 [wandb_init.py:init():675] sending inform_init request
2024-11-04 16:55:23,537 INFO    MainThread:2576 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=spawn, using: spawn
2024-11-04 16:55:23,539 INFO    MainThread:2576 [wandb_init.py:init():688] backend started and connected
2024-11-04 16:55:23,571 INFO    MainThread:2576 [wandb_run.py:_label_probe_notebook():1342] probe notebook
2024-11-04 16:55:23,574 INFO    MainThread:2576 [wandb_run.py:_label_probe_notebook():1352] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2024-11-04 16:55:23,574 INFO    MainThread:2576 [wandb_init.py:init():783] updated telemetry
2024-11-04 16:55:23,676 INFO    MainThread:2576 [wandb_init.py:init():816] communicating run to backend with 90.0 second timeout
2024-11-04 16:55:25,118 INFO    MainThread:2576 [wandb_init.py:init():867] starting run threads in backend
2024-11-04 16:55:26,201 INFO    MainThread:2576 [wandb_run.py:_console_start():2463] atexit reg
2024-11-04 16:55:26,201 INFO    MainThread:2576 [wandb_run.py:_redirect():2311] redirect: wrap_raw
2024-11-04 16:55:26,202 INFO    MainThread:2576 [wandb_run.py:_redirect():2376] Wrapping output streams.
2024-11-04 16:55:26,202 INFO    MainThread:2576 [wandb_run.py:_redirect():2401] Redirects installed.
2024-11-04 16:55:26,215 INFO    MainThread:2576 [wandb_init.py:init():911] run started, returning control to user process
2024-11-04 16:55:26,219 INFO    MainThread:2576 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-11-04 16:55:26,220 INFO    MainThread:2576 [wandb_init.py:_pause_backend():445] pausing backend
2024-11-04 16:55:39,334 INFO    MainThread:2576 [wandb_init.py:_resume_backend():450] resuming backend
2024-11-04 16:55:39,338 INFO    MainThread:2576 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-11-04 16:55:39,338 INFO    MainThread:2576 [wandb_init.py:_pause_backend():445] pausing backend
2024-11-04 16:55:41,503 INFO    MainThread:2576 [wandb_init.py:_resume_backend():450] resuming backend
2024-11-04 16:55:45,278 INFO    MainThread:2576 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-11-04 16:55:45,278 INFO    MainThread:2576 [wandb_init.py:_pause_backend():445] pausing backend
2024-11-04 16:57:34,400 INFO    MainThread:2576 [wandb_init.py:_resume_backend():450] resuming backend
2024-11-04 16:57:34,403 INFO    MainThread:2576 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-11-04 16:57:34,403 INFO    MainThread:2576 [wandb_init.py:_pause_backend():445] pausing backend
2024-11-04 16:57:35,360 INFO    MainThread:2576 [wandb_init.py:_resume_backend():450] resuming backend
2024-11-04 16:57:36,699 INFO    MainThread:2576 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-11-04 16:57:36,699 INFO    MainThread:2576 [wandb_init.py:_pause_backend():445] pausing backend
2024-11-04 17:00:17,233 INFO    MainThread:2576 [wandb_init.py:_resume_backend():450] resuming backend
2024-11-04 17:00:17,259 INFO    MainThread:2576 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-11-04 17:00:17,259 INFO    MainThread:2576 [wandb_init.py:_pause_backend():445] pausing backend
2024-11-04 17:00:34,305 INFO    MainThread:2576 [wandb_init.py:_resume_backend():450] resuming backend
2024-11-04 17:00:34,326 INFO    MainThread:2576 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-11-04 17:00:34,326 INFO    MainThread:2576 [wandb_init.py:_pause_backend():445] pausing backend
2024-11-04 17:00:41,069 INFO    MainThread:2576 [wandb_init.py:_resume_backend():450] resuming backend
